
Inspected Vertex: 67
Time,v(m)
0,-0.000248076
25,-0.000296342
50,-0.000311839
75,-0.000320892
100,-0.00032725
125,-0.000332247
150,-0.000336439
175,-0.000340087
200,-0.000343327
225,-0.000346237
250,-0.000348865
275,-0.000351246
300,-0.000353407
325,-0.000355369
350,-0.000357153
375,-0.000358774
400,-0.000360248
425,-0.000361588
450,-0.000362806
475,-0.000363913
500,-0.00036492
525,-0.000365835
550,-0.000366668
575,-0.000367424
600,-0.000368112
625,-0.000368738
650,-0.000369307
675,-0.000369824
700,-0.000370294
725,-0.000370721
750,-0.00037111
775,-0.000371463
800,-0.000371784
825,-0.000372076
850,-0.000372342
875,-0.000372583
900,-0.000372803
925,-0.000373002
950,-0.000373184
975,-0.000373349
1000,-0.000373499
1025,-0.000373635
1050,-0.000373759
1075,-0.000373872
1100,-0.000373974
1125,-0.000374067
1150,-0.000374152
1175,-0.000374229
1200,-0.000374299
1225,-0.000374363
1250,-0.000374421
1275,-0.000374473
1300,-0.000374521
1325,-0.000374565
1350,-0.000374604
1375,-0.00037464
1400,-0.000374673
1425,-0.000374702
1450,-0.000374729
1475,-0.000374754
1500,-0.000374776
1525,-0.000374797
1550,-0.000374815
1575,-0.000374832
1600,-0.000374847
1625,-0.000374861
1650,-0.000374874
1675,-0.000374885
1700,-0.000374896
1725,-0.000374905
1750,-0.000374914
1775,-0.000374922
1800,-0.000374929
1825,-0.000374935
1850,-0.000374941
1875,-0.000374946
1900,-0.000374951
1925,-0.000374956
1950,-0.00037496
1975,-0.000374963
2000,-0.000374967
